question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q00244,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 35, how many are boys?",25,23,21,19,C,30
Q00245,Aptitude,Percentages,1,What is 25% of 180?,65,35,55,45,D,20
Q00246,Aptitude,Percentages,1,What is 25% of 260?,85,65,75,55,B,20
Q00247,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,21,16,31,B,90
Q00248,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 95, how many are boys?",61,59,55,57,D,30
Q00249,Aptitude,Percentages,1,What is 25% of 280?,80,60,70,90,C,20
Q00250,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,42,27,32,D,90
Q00251,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 65, how many are boys?",43,41,39,37,C,30
Q00252,Aptitude,Time & Work,4,A can do a work in 20 days and B in 12 days. How many days will they take together?,8.5,9.5,6.5,7.5,D,60
Q00253,Aptitude,Averages,3,The average of 4 numbers is 18. What is their sum?,82,72,67,77,B,45
Q00254,Aptitude,Time & Work,4,A can do a work in 10 days and B in 30 days. How many days will they take together?,9.5,8.5,6.5,7.5,D,60
Q00255,Aptitude,Percentages,1,What is 25% of 340?,95,105,75,85,D,20
Q00256,Aptitude,Averages,3,The average of 4 numbers is 29. What is their sum?,111,121,116,126,C,45
Q00257,Aptitude,Percentages,1,What is 25% of 120?,50,20,30,40,C,20
Q00258,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 85, how many are boys?",49,51,53,55,B,30
Q00259,Aptitude,Averages,3,The average of 5 numbers is 19. What is their sum?,100,105,90,95,D,45
Q00260,Aptitude,Time & Work,4,A can do a work in 16 days and B in 18 days. How many days will they take together?,7.47,8.47,9.47,10.47,B,60
Q00261,Aptitude,Percentages,1,What is 25% of 100?,25,15,45,35,A,20
Q00262,Aptitude,Averages,3,The average of 4 numbers is 19. What is their sum?,86,76,81,71,B,45
Q00263,Aptitude,Percentages,1,What is 25% of 200?,60,40,50,70,C,20
Q00264,Aptitude,Time & Work,4,A can do a work in 8 days and B in 21 days. How many days will they take together?,4.79,6.79,5.79,7.79,C,60
Q00265,Aptitude,Percentages,1,What is 25% of 260?,75,65,85,55,B,20
Q00266,Aptitude,Averages,3,The average of 6 numbers is 21. What is their sum?,126,131,136,121,A,45
Q00267,Aptitude,Percentages,1,What is 25% of 380?,105,115,95,85,C,20
Q00268,Aptitude,Percentages,1,What is 25% of 160?,60,30,50,40,D,20
Q00269,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,42,32,27,C,90
Q00270,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 60, how many are boys?",34,36,38,40,B,30
Q00271,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,15,10,5,C,90
Q00272,Aptitude,Time & Work,4,A can do a work in 12 days and B in 27 days. How many days will they take together?,10.31,8.31,9.31,7.31,B,60
Q00273,Aptitude,Percentages,1,What is 25% of 100?,25,35,15,45,A,20
Q00274,Aptitude,Percentages,1,What is 25% of 220?,75,65,55,45,C,20
Q00275,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 65, how many are boys?",37,43,39,41,C,30
Q00276,Aptitude,Percentages,1,What is 25% of 140?,45,35,25,55,B,20
Q00277,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,32,27,42,B,90
Q00278,Aptitude,Percentages,1,What is 25% of 100?,45,35,15,25,D,20
Q00279,Aptitude,Percentages,1,What is 25% of 240?,50,70,60,80,C,20
Q00280,Aptitude,Time & Work,4,A can do a work in 10 days and B in 24 days. How many days will they take together?,8.06,7.06,6.06,9.06,B,60
Q00281,Aptitude,Percentages,1,What is 25% of 140?,55,35,45,25,B,20
Q00282,Aptitude,Averages,3,The average of 7 numbers is 30. What is their sum?,205,210,215,220,B,45
Q00283,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,27,37,42,A,90
Q00284,Aptitude,Averages,3,The average of 5 numbers is 18. What is their sum?,85,100,90,95,C,45
Q00285,Aptitude,Averages,3,The average of 4 numbers is 21. What is their sum?,84,89,79,94,A,45
Q00286,Aptitude,Time & Work,4,A can do a work in 12 days and B in 21 days. How many days will they take together?,6.64,9.64,8.64,7.64,D,60
Q00287,Aptitude,Averages,3,The average of 5 numbers is 27. What is their sum?,135,145,140,130,A,45
Q00288,Aptitude,Averages,3,The average of 6 numbers is 23. What is their sum?,143,148,133,138,D,45
Q00289,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,32,37,42,B,90
Q00290,Aptitude,Percentages,1,What is 25% of 280?,80,60,90,70,D,20
Q00291,Aptitude,Time & Work,4,A can do a work in 20 days and B in 21 days. How many days will they take together?,9.24,10.24,12.24,11.24,B,60
Q00292,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 90, how many are boys?",52,54,56,58,B,30
Q00293,Aptitude,Time & Work,4,A can do a work in 14 days and B in 27 days. How many days will they take together?,11.22,8.22,10.22,9.22,D,60
Q00294,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,10,15,5,B,90
Q00295,Aptitude,Averages,3,The average of 5 numbers is 26. What is their sum?,140,135,125,130,D,45
Q00296,Aptitude,Time & Work,4,A can do a work in 8 days and B in 12 days. How many days will they take together?,5.8,4.8,6.8,3.8,B,60
Q00297,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",14,12,10,16,B,30
Q00298,Aptitude,Averages,3,The average of 7 numbers is 26. What is their sum?,187,182,177,192,B,45
Q00299,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",22,24,26,28,B,30
Q00300,Aptitude,Time & Work,4,A can do a work in 10 days and B in 12 days. How many days will they take together?,4.45,7.45,5.45,6.45,C,60
Q00301,Aptitude,Time & Work,4,A can do a work in 12 days and B in 27 days. How many days will they take together?,7.31,9.31,10.31,8.31,D,60
Q00302,Aptitude,Time & Work,4,A can do a work in 8 days and B in 27 days. How many days will they take together?,7.17,8.17,5.17,6.17,D,60
Q00303,Aptitude,Percentages,1,What is 25% of 340?,105,95,75,85,D,20
Q00304,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 55, how many are boys?",37,35,31,33,D,30
Q00305,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,32,42,37,B,90
Q00306,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,32,27,42,B,90
Q00307,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,37,42,32,D,90
Q00308,Aptitude,Averages,3,The average of 4 numbers is 15. What is their sum?,60,55,70,65,A,45
Q00309,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",50,52,48,46,C,30
Q00310,Aptitude,Averages,3,The average of 4 numbers is 29. What is their sum?,121,111,116,126,C,45
Q00311,Aptitude,Averages,3,The average of 4 numbers is 21. What is their sum?,79,89,84,94,C,45
Q00312,Aptitude,Percentages,1,What is 25% of 100?,35,15,25,45,C,20
Q00313,Aptitude,Time & Work,4,A can do a work in 10 days and B in 21 days. How many days will they take together?,5.77,8.77,7.77,6.77,D,60
Q00314,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",24,22,28,26,A,30
Q00315,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,16,26,31,A,90
Q00316,Aptitude,Averages,3,The average of 4 numbers is 22. What is their sum?,88,98,83,93,A,45
Q00317,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 65, how many are boys?",37,41,39,43,C,30
Q00318,Aptitude,Averages,3,The average of 5 numbers is 23. What is their sum?,110,120,115,125,C,45
Q00319,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",42,37,27,32,D,90
Q00320,Aptitude,Time & Work,4,A can do a work in 8 days and B in 18 days. How many days will they take together?,4.54,5.54,7.54,6.54,B,60
Q00321,Aptitude,Time & Work,4,A can do a work in 18 days and B in 30 days. How many days will they take together?,12.25,11.25,10.25,13.25,B,60
Q00322,Aptitude,Time & Work,4,A can do a work in 18 days and B in 21 days. How many days will they take together?,11.69,10.69,9.69,8.69,C,60
Q00323,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",42,27,32,37,C,90
Q00324,Aptitude,Percentages,1,What is 25% of 220?,75,45,55,65,C,20
Q00325,Aptitude,Averages,3,The average of 5 numbers is 17. What is their sum?,95,80,90,85,D,45
Q00326,Aptitude,Time & Work,4,A can do a work in 8 days and B in 15 days. How many days will they take together?,6.22,7.22,4.22,5.22,D,60
Q00327,Aptitude,Averages,3,The average of 5 numbers is 21. What is their sum?,100,115,110,105,D,45
Q00328,Aptitude,Percentages,1,What is 25% of 180?,45,55,65,35,A,20
Q00329,Aptitude,Time & Work,4,A can do a work in 8 days and B in 30 days. How many days will they take together?,7.32,6.32,5.32,8.32,B,60
Q00330,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",24,26,28,22,A,30
Q00331,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,16,26,31,A,90
Q00332,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 55, how many are boys?",33,37,31,35,A,30
Q00333,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,20,5,10,D,90
Q00334,Aptitude,Percentages,1,What is 25% of 380?,95,105,115,85,A,20
Q00335,Aptitude,Percentages,1,What is 25% of 200?,40,50,60,70,B,20
Q00336,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,20,5,10,D,90
Q00337,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",19,15,13,17,B,30
Q00338,Aptitude,Averages,3,The average of 7 numbers is 28. What is their sum?,196,191,206,201,A,45
Q00339,Aptitude,Averages,3,The average of 7 numbers is 27. What is their sum?,199,184,189,194,C,45
Q00340,Aptitude,Time & Work,4,A can do a work in 10 days and B in 30 days. How many days will they take together?,8.5,9.5,7.5,6.5,C,60
Q00341,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,27,32,42,C,90
Q00342,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,10,20,5,B,90
Q00343,Aptitude,Time & Work,4,A can do a work in 20 days and B in 27 days. How many days will they take together?,13.49,10.49,12.49,11.49,D,60
Q00344,Aptitude,Time & Work,4,A can do a work in 18 days and B in 18 days. How many days will they take together?,9.0,11.0,8.0,10.0,A,60
Q00345,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,37,42,32,D,90
Q00346,Aptitude,Averages,3,The average of 4 numbers is 28. What is their sum?,117,122,107,112,D,45
Q00347,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,27,37,42,A,90
Q00348,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,37,42,32,D,90
Q00349,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,31,21,26,C,90
Q00350,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,37,42,27,A,90
Q00351,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 95, how many are boys?",61,55,57,59,C,30
Q00352,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,32,42,27,B,90
Q00353,Aptitude,Percentages,1,What is 25% of 380?,115,95,105,85,B,20
Q00354,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 75, how many are boys?",45,49,47,43,A,30
Q00355,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",10,15,20,5,A,90
Q00356,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 95, how many are boys?",59,57,55,61,B,30
Q00357,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",5,15,10,20,C,90
Q00358,Aptitude,Time & Work,4,A can do a work in 20 days and B in 18 days. How many days will they take together?,9.47,8.47,11.47,10.47,A,60
Q00359,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 50, how many are boys?",34,30,32,28,B,30
Q00360,Aptitude,Averages,3,The average of 4 numbers is 29. What is their sum?,126,116,111,121,B,45
Q00361,Aptitude,Time & Work,4,A can do a work in 8 days and B in 15 days. How many days will they take together?,6.22,7.22,5.22,4.22,C,60
Q00362,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 45, how many are boys?",29,25,31,27,D,30
Q00363,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,31,21,16,C,90
Q00364,Aptitude,Time & Work,4,A can do a work in 18 days and B in 12 days. How many days will they take together?,9.2,7.2,8.2,6.2,B,60
Q00365,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,15,10,5,C,90
Q00366,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,27,42,32,D,90
Q00367,Aptitude,Averages,3,The average of 7 numbers is 15. What is their sum?,100,105,115,110,B,45
Q00368,Aptitude,Averages,3,The average of 5 numbers is 22. What is their sum?,110,105,115,120,A,45
Q00369,Aptitude,Percentages,1,What is 25% of 100?,15,45,35,25,D,20
Q00370,Aptitude,Percentages,1,What is 25% of 320?,70,80,90,100,B,20
Q00371,Aptitude,Averages,3,The average of 4 numbers is 28. What is their sum?,122,107,117,112,D,45
Q00372,Aptitude,Time & Work,4,A can do a work in 12 days and B in 21 days. How many days will they take together?,9.64,6.64,7.64,8.64,C,60
Q00373,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",5,20,10,15,C,90
Q00374,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,27,32,42,C,90
Q00375,Aptitude,Time & Work,4,A can do a work in 20 days and B in 18 days. How many days will they take together?,10.47,8.47,11.47,9.47,D,60
Q00376,Aptitude,Time & Work,4,A can do a work in 12 days and B in 27 days. How many days will they take together?,9.31,7.31,8.31,10.31,C,60
Q00377,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",50,52,48,46,C,30
