question_id,subject,concept,difficulty,question_text,option_a,option_b,option_c,option_d,correct_option
ENG072,English,,Easy,Identify the correct synonym of the given word: (Question 72)?,Option A,Option B,Option C,Option D,A
ENG073,English,,Easy,Choose the correct antonym of the given word: (Question 73)?,Option A,Option B,Option C,Option D,B
ENG074,English,,Easy,Select the grammatically correct sentence: (Question 74)?,Option A,Option B,Option C,Option D,A
ENG075,English,,Easy,Choose the correct form of the verb: (Question 75)?,Option A,Option B,Option C,Option D,B
ENG076,English,,Easy,Choose the correct option to complete the sentence: (Question 76)?,Option A,Option B,Option C,Option D,A
ENG077,English,,Easy,Identify the correct synonym of the given word: (Question 77)?,Option A,Option B,Option C,Option D,A
ENG078,English,,Easy,Choose the correct antonym of the given word: (Question 78)?,Option A,Option B,Option C,Option D,B
ENG079,English,,Easy,Select the grammatically correct sentence: (Question 79)?,Option A,Option B,Option C,Option D,B
ENG080,English,,Easy,Choose the correct form of the verb: (Question 80)?,Option A,Option B,Option C,Option D,B
ENG081,English,,Easy,Choose the correct option to complete the sentence: (Question 81)?,Option A,Option B,Option C,Option D,B
ENG082,English,,Easy,Identify the correct synonym of the given word: (Question 82)?,Option A,Option B,Option C,Option D,B
ENG083,English,,Easy,Choose the correct antonym of the given word: (Question 83)?,Option A,Option B,Option C,Option D,C
ENG084,English,,Easy,Select the grammatically correct sentence: (Question 84)?,Option A,Option B,Option C,Option D,B
ENG085,English,,Easy,Choose the correct form of the verb: (Question 85)?,Option A,Option B,Option C,Option D,C
ENG086,English,,Easy,Choose the correct option to complete the sentence: (Question 86)?,Option A,Option B,Option C,Option D,D
ENG087,English,,Easy,Identify the correct synonym of the given word: (Question 87)?,Option A,Option B,Option C,Option D,C
ENG088,English,,Easy,Choose the correct antonym of the given word: (Question 88)?,Option A,Option B,Option C,Option D,D
ENG089,English,,Easy,Select the grammatically correct sentence: (Question 89)?,Option A,Option B,Option C,Option D,B
ENG090,English,,Easy,Choose the correct form of the verb: (Question 90)?,Option A,Option B,Option C,Option D,D
ENG091,English,,Easy,Choose the correct option to complete the sentence: (Question 91)?,Option A,Option B,Option C,Option D,B
ENG092,English,,Easy,Identify the correct synonym of the given word: (Question 92)?,Option A,Option B,Option C,Option D,B
ENG093,English,,Easy,Choose the correct antonym of the given word: (Question 93)?,Option A,Option B,Option C,Option D,B
ENG094,English,,Easy,Select the grammatically correct sentence: (Question 94)?,Option A,Option B,Option C,Option D,A
ENG095,English,,Easy,Choose the correct form of the verb: (Question 95)?,Option A,Option B,Option C,Option D,D
ENG096,English,,Easy,Choose the correct option to complete the sentence: (Question 96)?,Option A,Option B,Option C,Option D,B
ENG097,English,,Easy,Identify the correct synonym of the given word: (Question 97)?,Option A,Option B,Option C,Option D,A
ENG098,English,,Easy,Choose the correct antonym of the given word: (Question 98)?,Option A,Option B,Option C,Option D,A
ENG099,English,,Easy,Select the grammatically correct sentence: (Question 99)?,Option A,Option B,Option C,Option D,D
ENG100,English,,Easy,Choose the correct form of the verb: (Question 100)?,Option A,Option B,Option C,Option D,D
ENG101,English,,Easy,Choose the correct option to complete the sentence: (Question 101)?,Option A,Option B,Option C,Option D,D
ENG102,English,,Easy,Identify the correct synonym of the given word: (Question 102)?,Option A,Option B,Option C,Option D,C
ENG103,English,,Easy,Choose the correct antonym of the given word: (Question 103)?,Option A,Option B,Option C,Option D,D
ENG104,English,,Easy,Select the grammatically correct sentence: (Question 104)?,Option A,Option B,Option C,Option D,A
ENG105,English,,Easy,Choose the correct form of the verb: (Question 105)?,Option A,Option B,Option C,Option D,D
ENG106,English,,Easy,Choose the correct option to complete the sentence: (Question 106)?,Option A,Option B,Option C,Option D,C
ENG107,English,,Easy,Identify the correct synonym of the given word: (Question 107)?,Option A,Option B,Option C,Option D,A
ENG108,English,,Easy,Choose the correct antonym of the given word: (Question 108)?,Option A,Option B,Option C,Option D,D
ENG109,English,,Easy,Select the grammatically correct sentence: (Question 109)?,Option A,Option B,Option C,Option D,D
ENG110,English,,Easy,Choose the correct form of the verb: (Question 110)?,Option A,Option B,Option C,Option D,A
ENG111,English,,Easy,Choose the correct option to complete the sentence: (Question 111)?,Option A,Option B,Option C,Option D,A
ENG112,English,,Easy,Identify the correct synonym of the given word: (Question 112)?,Option A,Option B,Option C,Option D,A
ENG113,English,,Easy,Choose the correct antonym of the given word: (Question 113)?,Option A,Option B,Option C,Option D,C
ENG114,English,,Easy,Select the grammatically correct sentence: (Question 114)?,Option A,Option B,Option C,Option D,B
ENG115,English,,Easy,Choose the correct form of the verb: (Question 115)?,Option A,Option B,Option C,Option D,C
ENG116,English,,Easy,Choose the correct option to complete the sentence: (Question 116)?,Option A,Option B,Option C,Option D,C
ENG117,English,,Easy,Identify the correct synonym of the given word: (Question 117)?,Option A,Option B,Option C,Option D,C
ENG118,English,,Easy,Choose the correct antonym of the given word: (Question 118)?,Option A,Option B,Option C,Option D,C
ENG119,English,,Easy,Select the grammatically correct sentence: (Question 119)?,Option A,Option B,Option C,Option D,B
ENG120,English,,Easy,Choose the correct form of the verb: (Question 120)?,Option A,Option B,Option C,Option D,C
ENG121,English,,Easy,Choose the correct option to complete the sentence: (Question 121)?,Option A,Option B,Option C,Option D,C
ENG122,English,,Easy,Identify the correct synonym of the given word: (Question 122)?,Option A,Option B,Option C,Option D,A
ENG123,English,,Easy,Choose the correct antonym of the given word: (Question 123)?,Option A,Option B,Option C,Option D,D
ENG124,English,,Easy,Select the grammatically correct sentence: (Question 124)?,Option A,Option B,Option C,Option D,B
ENG125,English,,Easy,Choose the correct form of the verb: (Question 125)?,Option A,Option B,Option C,Option D,A
ENG126,English,,Easy,Choose the correct option to complete the sentence: (Question 126)?,Option A,Option B,Option C,Option D,C
ENG127,English,,Easy,Identify the correct synonym of the given word: (Question 127)?,Option A,Option B,Option C,Option D,D
ENG128,English,,Easy,Choose the correct antonym of the given word: (Question 128)?,Option A,Option B,Option C,Option D,A
ENG129,English,,Easy,Select the grammatically correct sentence: (Question 129)?,Option A,Option B,Option C,Option D,D
ENG130,English,,Easy,Choose the correct form of the verb: (Question 130)?,Option A,Option B,Option C,Option D,D
ENG131,English,,Easy,Choose the correct option to complete the sentence: (Question 131)?,Option A,Option B,Option C,Option D,C
ENG132,English,,Easy,Identify the correct synonym of the given word: (Question 132)?,Option A,Option B,Option C,Option D,B
ENG133,English,,Easy,Choose the correct antonym of the given word: (Question 133)?,Option A,Option B,Option C,Option D,B
ENG134,English,,Easy,Select the grammatically correct sentence: (Question 134)?,Option A,Option B,Option C,Option D,D
ENG135,English,,Easy,Choose the correct form of the verb: (Question 135)?,Option A,Option B,Option C,Option D,B
ENG136,English,,Easy,Choose the correct option to complete the sentence: (Question 136)?,Option A,Option B,Option C,Option D,A
ENG137,English,,Easy,Identify the correct synonym of the given word: (Question 137)?,Option A,Option B,Option C,Option D,B
ENG138,English,,Easy,Choose the correct antonym of the given word: (Question 138)?,Option A,Option B,Option C,Option D,D
ENG139,English,,Easy,Select the grammatically correct sentence: (Question 139)?,Option A,Option B,Option C,Option D,C
ENG140,English,,Easy,Choose the correct form of the verb: (Question 140)?,Option A,Option B,Option C,Option D,D
ENG141,English,,Easy,Choose the correct option to complete the sentence: (Question 141)?,Option A,Option B,Option C,Option D,C
ENG142,English,,Easy,Identify the correct synonym of the given word: (Question 142)?,Option A,Option B,Option C,Option D,C
ENG143,English,,Easy,Choose the correct antonym of the given word: (Question 143)?,Option A,Option B,Option C,Option D,C
ENG144,English,,Easy,Select the grammatically correct sentence: (Question 144)?,Option A,Option B,Option C,Option D,B
ENG145,English,,Easy,Choose the correct form of the verb: (Question 145)?,Option A,Option B,Option C,Option D,D
ENG146,English,,Easy,Choose the correct option to complete the sentence: (Question 146)?,Option A,Option B,Option C,Option D,D
ENG147,English,,Easy,Identify the correct synonym of the given word: (Question 147)?,Option A,Option B,Option C,Option D,C
ENG148,English,,Easy,Choose the correct antonym of the given word: (Question 148)?,Option A,Option B,Option C,Option D,B
ENG149,English,,Easy,Select the grammatically correct sentence: (Question 149)?,Option A,Option B,Option C,Option D,B
ENG150,English,,Easy,Choose the correct form of the verb: (Question 150)?,Option A,Option B,Option C,Option D,C
ENG151,English,,Easy,Choose the correct option to complete the sentence: (Question 151)?,Option A,Option B,Option C,Option D,C
ENG152,English,,Easy,Identify the correct synonym of the given word: (Question 152)?,Option A,Option B,Option C,Option D,A
ENG153,English,,Easy,Choose the correct antonym of the given word: (Question 153)?,Option A,Option B,Option C,Option D,D
ENG154,English,,Easy,Select the grammatically correct sentence: (Question 154)?,Option A,Option B,Option C,Option D,A
ENG155,English,,Easy,Choose the correct form of the verb: (Question 155)?,Option A,Option B,Option C,Option D,A
ENG156,English,,Easy,Choose the correct option to complete the sentence: (Question 156)?,Option A,Option B,Option C,Option D,D
ENG157,English,,Easy,Identify the correct synonym of the given word: (Question 157)?,Option A,Option B,Option C,Option D,C
ENG158,English,,Easy,Choose the correct antonym of the given word: (Question 158)?,Option A,Option B,Option C,Option D,C
ENG159,English,,Easy,Select the grammatically correct sentence: (Question 159)?,Option A,Option B,Option C,Option D,C
ENG160,English,,Easy,Choose the correct form of the verb: (Question 160)?,Option A,Option B,Option C,Option D,D
ENG161,English,,Easy,Choose the correct option to complete the sentence: (Question 161)?,Option A,Option B,Option C,Option D,A
ENG162,English,,Easy,Identify the correct synonym of the given word: (Question 162)?,Option A,Option B,Option C,Option D,C
ENG163,English,,Easy,Choose the correct antonym of the given word: (Question 163)?,Option A,Option B,Option C,Option D,A
ENG164,English,,Easy,Select the grammatically correct sentence: (Question 164)?,Option A,Option B,Option C,Option D,B
ENG165,English,,Easy,Choose the correct form of the verb: (Question 165)?,Option A,Option B,Option C,Option D,A
ENG166,English,,Medium,Identify the part of the sentence that contains an error: (Question 1)?,Option A,Option B,Option C,Option D,C
ENG167,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 2)?,Option A,Option B,Option C,Option D,D
ENG168,English,,Medium,Select the sentence that conveys the same meaning: (Question 3)?,Option A,Option B,Option C,Option D,B
ENG169,English,,Medium,Choose the correct indirect form of the given sentence: (Question 4)?,Option A,Option B,Option C,Option D,A
ENG170,English,,Medium,Choose the correct active/passive voice form: (Question 5)?,Option A,Option B,Option C,Option D,A
ENG171,English,,Medium,Identify the part of the sentence that contains an error: (Question 6)?,Option A,Option B,Option C,Option D,B
ENG172,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 7)?,Option A,Option B,Option C,Option D,B
ENG173,English,,Medium,Select the sentence that conveys the same meaning: (Question 8)?,Option A,Option B,Option C,Option D,C
ENG174,English,,Medium,Choose the correct indirect form of the given sentence: (Question 9)?,Option A,Option B,Option C,Option D,B
ENG175,English,,Medium,Choose the correct active/passive voice form: (Question 10)?,Option A,Option B,Option C,Option D,C
ENG176,English,,Medium,Identify the part of the sentence that contains an error: (Question 11)?,Option A,Option B,Option C,Option D,A
ENG177,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 12)?,Option A,Option B,Option C,Option D,D
ENG178,English,,Medium,Select the sentence that conveys the same meaning: (Question 13)?,Option A,Option B,Option C,Option D,C
ENG179,English,,Medium,Choose the correct indirect form of the given sentence: (Question 14)?,Option A,Option B,Option C,Option D,A
ENG180,English,,Medium,Choose the correct active/passive voice form: (Question 15)?,Option A,Option B,Option C,Option D,B
ENG181,English,,Medium,Identify the part of the sentence that contains an error: (Question 16)?,Option A,Option B,Option C,Option D,D
ENG182,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 17)?,Option A,Option B,Option C,Option D,A
ENG183,English,,Medium,Select the sentence that conveys the same meaning: (Question 18)?,Option A,Option B,Option C,Option D,B
ENG184,English,,Medium,Choose the correct indirect form of the given sentence: (Question 19)?,Option A,Option B,Option C,Option D,D
ENG185,English,,Medium,Choose the correct active/passive voice form: (Question 20)?,Option A,Option B,Option C,Option D,B
ENG186,English,,Medium,Identify the part of the sentence that contains an error: (Question 21)?,Option A,Option B,Option C,Option D,C
ENG187,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 22)?,Option A,Option B,Option C,Option D,D
ENG188,English,,Medium,Select the sentence that conveys the same meaning: (Question 23)?,Option A,Option B,Option C,Option D,C
ENG189,English,,Medium,Choose the correct indirect form of the given sentence: (Question 24)?,Option A,Option B,Option C,Option D,D
ENG190,English,,Medium,Choose the correct active/passive voice form: (Question 25)?,Option A,Option B,Option C,Option D,B
ENG191,English,,Medium,Identify the part of the sentence that contains an error: (Question 26)?,Option A,Option B,Option C,Option D,C
ENG192,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 27)?,Option A,Option B,Option C,Option D,B
ENG193,English,,Medium,Select the sentence that conveys the same meaning: (Question 28)?,Option A,Option B,Option C,Option D,A
ENG194,English,,Medium,Choose the correct indirect form of the given sentence: (Question 29)?,Option A,Option B,Option C,Option D,B
ENG195,English,,Medium,Choose the correct active/passive voice form: (Question 30)?,Option A,Option B,Option C,Option D,D
ENG196,English,,Medium,Identify the part of the sentence that contains an error: (Question 31)?,Option A,Option B,Option C,Option D,D
ENG197,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 32)?,Option A,Option B,Option C,Option D,D
ENG198,English,,Medium,Select the sentence that conveys the same meaning: (Question 33)?,Option A,Option B,Option C,Option D,C
ENG199,English,,Medium,Choose the correct indirect form of the given sentence: (Question 34)?,Option A,Option B,Option C,Option D,B
ENG200,English,,Medium,Choose the correct active/passive voice form: (Question 35)?,Option A,Option B,Option C,Option D,B
ENG201,English,,Medium,Identify the part of the sentence that contains an error: (Question 36)?,Option A,Option B,Option C,Option D,D
ENG202,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 37)?,Option A,Option B,Option C,Option D,C
ENG203,English,,Medium,Select the sentence that conveys the same meaning: (Question 38)?,Option A,Option B,Option C,Option D,D
ENG204,English,,Medium,Choose the correct indirect form of the given sentence: (Question 39)?,Option A,Option B,Option C,Option D,C
ENG205,English,,Medium,Choose the correct active/passive voice form: (Question 40)?,Option A,Option B,Option C,Option D,C
ENG206,English,,Medium,Identify the part of the sentence that contains an error: (Question 41)?,Option A,Option B,Option C,Option D,B
ENG207,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 42)?,Option A,Option B,Option C,Option D,B
ENG208,English,,Medium,Select the sentence that conveys the same meaning: (Question 43)?,Option A,Option B,Option C,Option D,D
ENG209,English,,Medium,Choose the correct indirect form of the given sentence: (Question 44)?,Option A,Option B,Option C,Option D,B
ENG210,English,,Medium,Choose the correct active/passive voice form: (Question 45)?,Option A,Option B,Option C,Option D,D
ENG211,English,,Medium,Identify the part of the sentence that contains an error: (Question 46)?,Option A,Option B,Option C,Option D,B
ENG212,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 47)?,Option A,Option B,Option C,Option D,A
ENG213,English,,Medium,Select the sentence that conveys the same meaning: (Question 48)?,Option A,Option B,Option C,Option D,B
ENG214,English,,Medium,Choose the correct indirect form of the given sentence: (Question 49)?,Option A,Option B,Option C,Option D,C
ENG215,English,,Medium,Choose the correct active/passive voice form: (Question 50)?,Option A,Option B,Option C,Option D,D
ENG216,English,,Medium,Identify the part of the sentence that contains an error: (Question 51)?,Option A,Option B,Option C,Option D,C
ENG217,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 52)?,Option A,Option B,Option C,Option D,D
ENG218,English,,Medium,Select the sentence that conveys the same meaning: (Question 53)?,Option A,Option B,Option C,Option D,C
ENG219,English,,Medium,Choose the correct indirect form of the given sentence: (Question 54)?,Option A,Option B,Option C,Option D,D
ENG220,English,,Medium,Choose the correct active/passive voice form: (Question 55)?,Option A,Option B,Option C,Option D,A
ENG221,English,,Medium,Identify the part of the sentence that contains an error: (Question 56)?,Option A,Option B,Option C,Option D,B
ENG222,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 57)?,Option A,Option B,Option C,Option D,C
ENG223,English,,Medium,Select the sentence that conveys the same meaning: (Question 58)?,Option A,Option B,Option C,Option D,A
ENG224,English,,Medium,Choose the correct indirect form of the given sentence: (Question 59)?,Option A,Option B,Option C,Option D,C
ENG225,English,,Medium,Choose the correct active/passive voice form: (Question 60)?,Option A,Option B,Option C,Option D,A
ENG226,English,,Medium,Identify the part of the sentence that contains an error: (Question 61)?,Option A,Option B,Option C,Option D,B
ENG227,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 62)?,Option A,Option B,Option C,Option D,C
ENG228,English,,Medium,Select the sentence that conveys the same meaning: (Question 63)?,Option A,Option B,Option C,Option D,A
ENG229,English,,Medium,Choose the correct indirect form of the given sentence: (Question 64)?,Option A,Option B,Option C,Option D,D
ENG230,English,,Medium,Choose the correct active/passive voice form: (Question 65)?,Option A,Option B,Option C,Option D,A
ENG231,English,,Medium,Identify the part of the sentence that contains an error: (Question 66)?,Option A,Option B,Option C,Option D,C
ENG232,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 67)?,Option A,Option B,Option C,Option D,D
ENG233,English,,Medium,Select the sentence that conveys the same meaning: (Question 68)?,Option A,Option B,Option C,Option D,A
ENG234,English,,Medium,Choose the correct indirect form of the given sentence: (Question 69)?,Option A,Option B,Option C,Option D,A
ENG235,English,,Medium,Choose the correct active/passive voice form: (Question 70)?,Option A,Option B,Option C,Option D,D
ENG236,English,,Medium,Identify the part of the sentence that contains an error: (Question 71)?,Option A,Option B,Option C,Option D,A
ENG237,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 72)?,Option A,Option B,Option C,Option D,A
ENG238,English,,Medium,Select the sentence that conveys the same meaning: (Question 73)?,Option A,Option B,Option C,Option D,A
ENG239,English,,Medium,Choose the correct indirect form of the given sentence: (Question 74)?,Option A,Option B,Option C,Option D,A
ENG240,English,,Medium,Choose the correct active/passive voice form: (Question 75)?,Option A,Option B,Option C,Option D,B
ENG241,English,,Medium,Identify the part of the sentence that contains an error: (Question 76)?,Option A,Option B,Option C,Option D,B
ENG242,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 77)?,Option A,Option B,Option C,Option D,D
ENG243,English,,Medium,Select the sentence that conveys the same meaning: (Question 78)?,Option A,Option B,Option C,Option D,C
ENG244,English,,Medium,Choose the correct indirect form of the given sentence: (Question 79)?,Option A,Option B,Option C,Option D,B
ENG245,English,,Medium,Choose the correct active/passive voice form: (Question 80)?,Option A,Option B,Option C,Option D,C
ENG246,English,,Medium,Identify the part of the sentence that contains an error: (Question 81)?,Option A,Option B,Option C,Option D,D
ENG247,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 82)?,Option A,Option B,Option C,Option D,D
ENG248,English,,Medium,Select the sentence that conveys the same meaning: (Question 83)?,Option A,Option B,Option C,Option D,B
ENG249,English,,Medium,Choose the correct indirect form of the given sentence: (Question 84)?,Option A,Option B,Option C,Option D,C
ENG250,English,,Medium,Choose the correct active/passive voice form: (Question 85)?,Option A,Option B,Option C,Option D,C
ENG251,English,,Medium,Identify the part of the sentence that contains an error: (Question 86)?,Option A,Option B,Option C,Option D,D
ENG252,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 87)?,Option A,Option B,Option C,Option D,A
ENG253,English,,Medium,Select the sentence that conveys the same meaning: (Question 88)?,Option A,Option B,Option C,Option D,D
ENG254,English,,Medium,Choose the correct indirect form of the given sentence: (Question 89)?,Option A,Option B,Option C,Option D,D
ENG255,English,,Medium,Choose the correct active/passive voice form: (Question 90)?,Option A,Option B,Option C,Option D,D
ENG256,English,,Medium,Identify the part of the sentence that contains an error: (Question 91)?,Option A,Option B,Option C,Option D,D
ENG257,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 92)?,Option A,Option B,Option C,Option D,A
ENG258,English,,Medium,Select the sentence that conveys the same meaning: (Question 93)?,Option A,Option B,Option C,Option D,C
ENG259,English,,Medium,Choose the correct indirect form of the given sentence: (Question 94)?,Option A,Option B,Option C,Option D,A
ENG260,English,,Medium,Choose the correct active/passive voice form: (Question 95)?,Option A,Option B,Option C,Option D,A
ENG261,English,,Medium,Identify the part of the sentence that contains an error: (Question 96)?,Option A,Option B,Option C,Option D,C
ENG262,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 97)?,Option A,Option B,Option C,Option D,D
ENG263,English,,Medium,Select the sentence that conveys the same meaning: (Question 98)?,Option A,Option B,Option C,Option D,A
ENG264,English,,Medium,Choose the correct indirect form of the given sentence: (Question 99)?,Option A,Option B,Option C,Option D,B
ENG265,English,,Medium,Choose the correct active/passive voice form: (Question 100)?,Option A,Option B,Option C,Option D,A
ENG266,English,,Medium,Identify the part of the sentence that contains an error: (Question 101)?,Option A,Option B,Option C,Option D,B
ENG267,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 102)?,Option A,Option B,Option C,Option D,B
ENG268,English,,Medium,Select the sentence that conveys the same meaning: (Question 103)?,Option A,Option B,Option C,Option D,A
ENG269,English,,Medium,Choose the correct indirect form of the given sentence: (Question 104)?,Option A,Option B,Option C,Option D,C
ENG270,English,,Medium,Choose the correct active/passive voice form: (Question 105)?,Option A,Option B,Option C,Option D,A
ENG271,English,,Medium,Identify the part of the sentence that contains an error: (Question 106)?,Option A,Option B,Option C,Option D,C
ENG272,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 107)?,Option A,Option B,Option C,Option D,B
ENG273,English,,Medium,Select the sentence that conveys the same meaning: (Question 108)?,Option A,Option B,Option C,Option D,C
ENG274,English,,Medium,Choose the correct indirect form of the given sentence: (Question 109)?,Option A,Option B,Option C,Option D,B
ENG275,English,,Medium,Choose the correct active/passive voice form: (Question 110)?,Option A,Option B,Option C,Option D,A
ENG276,English,,Medium,Identify the part of the sentence that contains an error: (Question 111)?,Option A,Option B,Option C,Option D,C
ENG277,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 112)?,Option A,Option B,Option C,Option D,C
ENG278,English,,Medium,Select the sentence that conveys the same meaning: (Question 113)?,Option A,Option B,Option C,Option D,C
ENG279,English,,Medium,Choose the correct indirect form of the given sentence: (Question 114)?,Option A,Option B,Option C,Option D,C
ENG280,English,,Medium,Choose the correct active/passive voice form: (Question 115)?,Option A,Option B,Option C,Option D,A
ENG281,English,,Medium,Identify the part of the sentence that contains an error: (Question 116)?,Option A,Option B,Option C,Option D,C
ENG282,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 117)?,Option A,Option B,Option C,Option D,A
ENG283,English,,Medium,Select the sentence that conveys the same meaning: (Question 118)?,Option A,Option B,Option C,Option D,D
ENG284,English,,Medium,Choose the correct indirect form of the given sentence: (Question 119)?,Option A,Option B,Option C,Option D,B
ENG285,English,,Medium,Choose the correct active/passive voice form: (Question 120)?,Option A,Option B,Option C,Option D,A
ENG286,English,,Medium,Identify the part of the sentence that contains an error: (Question 121)?,Option A,Option B,Option C,Option D,B
ENG287,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 122)?,Option A,Option B,Option C,Option D,A
ENG288,English,,Medium,Select the sentence that conveys the same meaning: (Question 123)?,Option A,Option B,Option C,Option D,C
ENG289,English,,Medium,Choose the correct indirect form of the given sentence: (Question 124)?,Option A,Option B,Option C,Option D,A
ENG290,English,,Medium,Choose the correct active/passive voice form: (Question 125)?,Option A,Option B,Option C,Option D,B
ENG291,English,,Medium,Identify the part of the sentence that contains an error: (Question 126)?,Option A,Option B,Option C,Option D,A
ENG292,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 127)?,Option A,Option B,Option C,Option D,B
ENG293,English,,Medium,Select the sentence that conveys the same meaning: (Question 128)?,Option A,Option B,Option C,Option D,D
ENG294,English,,Medium,Choose the correct indirect form of the given sentence: (Question 129)?,Option A,Option B,Option C,Option D,C
ENG295,English,,Medium,Choose the correct active/passive voice form: (Question 130)?,Option A,Option B,Option C,Option D,D
ENG296,English,,Medium,Identify the part of the sentence that contains an error: (Question 131)?,Option A,Option B,Option C,Option D,A
ENG297,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 132)?,Option A,Option B,Option C,Option D,D
ENG298,English,,Medium,Select the sentence that conveys the same meaning: (Question 133)?,Option A,Option B,Option C,Option D,C
ENG299,English,,Medium,Choose the correct indirect form of the given sentence: (Question 134)?,Option A,Option B,Option C,Option D,A
ENG300,English,,Medium,Choose the correct active/passive voice form: (Question 135)?,Option A,Option B,Option C,Option D,C
ENG301,English,,Medium,Identify the part of the sentence that contains an error: (Question 136)?,Option A,Option B,Option C,Option D,D
ENG302,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 137)?,Option A,Option B,Option C,Option D,D
ENG303,English,,Medium,Select the sentence that conveys the same meaning: (Question 138)?,Option A,Option B,Option C,Option D,A
ENG304,English,,Medium,Choose the correct indirect form of the given sentence: (Question 139)?,Option A,Option B,Option C,Option D,A
ENG305,English,,Medium,Choose the correct active/passive voice form: (Question 140)?,Option A,Option B,Option C,Option D,A
ENG306,English,,Medium,Identify the part of the sentence that contains an error: (Question 141)?,Option A,Option B,Option C,Option D,A
ENG307,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 142)?,Option A,Option B,Option C,Option D,B
ENG308,English,,Medium,Select the sentence that conveys the same meaning: (Question 143)?,Option A,Option B,Option C,Option D,A
ENG309,English,,Medium,Choose the correct indirect form of the given sentence: (Question 144)?,Option A,Option B,Option C,Option D,A
ENG310,English,,Medium,Choose the correct active/passive voice form: (Question 145)?,Option A,Option B,Option C,Option D,B
ENG311,English,,Medium,Identify the part of the sentence that contains an error: (Question 146)?,Option A,Option B,Option C,Option D,C
ENG312,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 147)?,Option A,Option B,Option C,Option D,C
ENG313,English,,Medium,Select the sentence that conveys the same meaning: (Question 148)?,Option A,Option B,Option C,Option D,A
ENG314,English,,Medium,Choose the correct indirect form of the given sentence: (Question 149)?,Option A,Option B,Option C,Option D,A
ENG315,English,,Medium,Choose the correct active/passive voice form: (Question 150)?,Option A,Option B,Option C,Option D,D
ENG316,English,,Medium,Identify the part of the sentence that contains an error: (Question 151)?,Option A,Option B,Option C,Option D,D
ENG317,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 152)?,Option A,Option B,Option C,Option D,B
ENG318,English,,Medium,Select the sentence that conveys the same meaning: (Question 153)?,Option A,Option B,Option C,Option D,D
ENG319,English,,Medium,Choose the correct indirect form of the given sentence: (Question 154)?,Option A,Option B,Option C,Option D,B
ENG320,English,,Medium,Choose the correct active/passive voice form: (Question 155)?,Option A,Option B,Option C,Option D,A
ENG321,English,,Medium,Identify the part of the sentence that contains an error: (Question 156)?,Option A,Option B,Option C,Option D,D
ENG322,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 157)?,Option A,Option B,Option C,Option D,D
ENG323,English,,Medium,Select the sentence that conveys the same meaning: (Question 158)?,Option A,Option B,Option C,Option D,D
ENG324,English,,Medium,Choose the correct indirect form of the given sentence: (Question 159)?,Option A,Option B,Option C,Option D,B
ENG325,English,,Medium,Choose the correct active/passive voice form: (Question 160)?,Option A,Option B,Option C,Option D,D
ENG326,English,,Medium,Identify the part of the sentence that contains an error: (Question 161)?,Option A,Option B,Option C,Option D,B
ENG327,English,,Medium,Choose the best alternative to improve the underlined part of the sentence: (Question 162)?,Option A,Option B,Option C,Option D,B
ENG328,English,,Medium,Select the sentence that conveys the same meaning: (Question 163)?,Option A,Option B,Option C,Option D,A
ENG329,English,,Medium,Choose the correct indirect form of the given sentence: (Question 164)?,Option A,Option B,Option C,Option D,A
ENG330,English,,Medium,Choose the correct active/passive voice form: (Question 165)?,Option A,Option B,Option C,Option D,B
